Hydrogen,Oxigen,Nitrogen,Methane,CO,CO2,Ethylene,Ethane,Acethylene,DBDS,Power_factor,Interfacial_V,Dielectric_rigidity,Water_content,Health_index,Life_expectation
9.37454192291804,0.486529581723167,-1.0305619300388402,5.203865521129152,-0.6620145796290459,-0.6517817827859215,-0.14550663520840415,0.8614364803814721,-0.113155246375047,-0.3399749813194316,1.162153969207314,1.0704581963371043,0.24301882641988734,-0.7308850968164303,3.0819093877049832,-1.5422489322388475
-0.14968387086201254,0.9115845255052991,-0.46589386704344654,-0.1689096781381007,-0.7450683312692882,-0.4747838789083678,-0.0806435427744409,-0.3786991290565892,-0.08099515947856856,-0.2544214055440638,-0.3903319052091388,0.4183357925719449,2.7189029383216443,-0.6652683789459856,2.9325894289325984,-0.8134348158303849
-0.13754158045119164,-0.6397047874438758,0.8819400748755964,-0.14053234433915396,1.230736707751214,0.5945024269910798,-0.1184803466942528,-0.3321940437026619,-0.10820754069866569,3.146333231526808,-0.5429491606602477,0.9074275953958144,0.3977615834137472,-0.7965018146868751,2.9077027691372006,-1.5422489322388475
0.30331696369553623,0.4818717725611824,0.05144161737472115,-0.09323678800757602,-0.670757079801703,0.16690955267520285,0.011245838173673726,-0.21593133031784364,-0.113155246375047,3.146333231526808,-0.5534744886223931,-0.2337866111932145,2.8736456953155045,-0.4028015074642066,2.6090628515924306,-1.5422489322388475
-0.1487498485227186,2.182449840702171,0.9557818511271191,-0.20674612320336305,-0.14183581935594908,-0.1475506408117223,-0.07523828507161062,-0.394200824174565,-0.08099515947856856,-0.2544214055440638,-0.0008947706097573303,0.25530519163065507,0.3977615834137472,-0.7965018146868751,2.3228662639453588,-1.5422489322388475
-0.1487498485227186,1.6688965228423318,-0.10753972689480712,-0.21620523446967865,-0.7144695806649883,-0.6250192131274598,-0.12929086209991333,-0.394200824174565,-0.08594286515494985,-0.36136337526327356,-0.35349325734162973,0.5813663935132347,-0.0664666875678323,-0.7308850968164303,2.3228662639453588,-1.5422489322388475
0.08475573630076012,-0.8639962132440567,0.9336293182516623,-0.08377767674126044,0.6012766953199035,0.4971839918694008,-0.1184803466942528,-0.324443196143674,-0.113155246375047,4.023257383224329,-0.46400920094415693,0.5813663935132347,-1.7686370145002903,-0.6652683789459856,2.1922113000195216,-1.5422489322388475
5.274183853417751,0.486529581723167,0.2764375096131107,4.239036171964963,0.5051091934206755,-0.1293034342264075,4.167889011650153,-0.05316353157909809,9.757517578005642,-0.3399749813194316,-0.16930001800408445,0.9074275953958144,-0.5306949585494117,-0.009101200241538217,2.142437980428727,-0.8134348158303849
0.39858724230351555,1.836099928657163,1.1994597127571438,8.760491357263813,-0.12872206909696343,-0.9923963057117978,4.33004674273506,0.9079415657353995,1.3266271054519108,-0.36136337526327356,-0.16930001800408445,1.0704581963371043,0.24301882641988734,-0.7965018146868751,2.142437980428727,-1.4917925703336463
1.0710833265951343,-0.6134299665301166,0.31335839773887203,9.337497144509063,-0.5221345768665324,0.32687673040646265,13.47574277592388,2.520117858004879,-0.07109974812580595,-0.36136337526327356,-0.5639998165845386,1.0704581963371043,-3.780292855420468,1.171999721426467,2.142437980428727,-0.8134348158303849
-0.03853521248603665,-0.8995866524817852,1.8788040542711524,0.25675032884610066,0.5837916949745893,0.3025471216260429,0.22745614628688463,-0.1539245498459406,-0.113155246375047,3.231886807302176,-0.027208090515120964,0.5813663935132347,-2.851836313457309,0.187748953369796,2.067778001042534,-1.5422489322388475
-0.05347956991473929,-0.8653099542897448,2.03387178439935,0.22837299504715391,2.2798367284700642,1.4521211365008757,-0.08604880047727116,-0.16167539740492845,-0.113155246375047,3.5527127164598054,-0.6113637924141931,0.7443969944545246,-3.780292855420468,-0.7308850968164303,2.0055613515540403,-1.5366426698049362
-0.07122599436132367,-0.8914653441993505,2.1003293830257204,0.22837299504715391,1.4055867112043556,1.3608851035743017,-0.1184803466942528,-0.1539245498459406,-0.113155246375047,3.5741011104036473,-0.574525144546684,0.7443969944545246,-0.22120944456169214,-0.7965018146868751,1.949566367014396,-0.8975287523390536
-0.07869817307567499,-0.8512170957996376,2.070792672525111,0.4648507767050436,1.1782817067152713,1.2939786794281474,0.30312975412650844,-0.06866522669707385,-0.113155246375047,2.547458201099233,-0.04299608245833914,-0.7228784140170841,-0.8401804725371315,-0.7308850968164303,1.8624630577305046,-1.4637612581640902
1.8864848287987221,-0.9117686149054371,-0.315773535924101,9.819911819091159,-0.24237457134150558,2.4617999008882947,6.924570440093592,4.612846698931608,-0.10820754069866569,-0.36136337526327356,-0.16930001800408445,0.5813663935132347,-3.9350356124143278,0.9751495678151328,1.8500197278328057,-0.7405534041895385
-0.08150024009355673,-0.8960037223571816,1.7754255675190205,0.20945477251452274,2.909296740901375,2.1515973889379434,-0.09145405818010144,-0.18492794008189212,-0.113155246375047,4.493802049988852,-0.4587465369630842,1.0704581963371043,-1.3044087435187108,-0.5340349432050961,1.8064680731908602,-1.5142176200692914
-0.13940962512977947,1.1672863053978377,-0.24783910177270016,-0.21620523446967865,-0.33854207324073354,0.19914628430925901,-0.026590965746138177,-0.394200824174565,-0.113155246375047,-0.36136337526327356,-0.08509739430692095,-0.2337866111932145,-0.6854377155432716,-0.009101200241538217,1.588709799981132,-1.50861135763538
-0.13940962512977947,-0.6062641062809095,-1.3406973902952355,-0.10269589927389161,-0.8062658324778879,2.1333501823526286,-0.14550663520840415,-0.394200824174565,-0.113155246375047,-0.2544214055440638,-0.5955758004709749,0.7443969944545246,0.24301882641988734,-0.8621185325573197,1.588709799981132,-1.0264727883190126
-0.11512504430813768,-0.65403650794229,1.2806856666338189,-0.14053234433915396,1.3094192093051276,0.485019187479191,-0.0968593158829317,-0.394200824174565,-0.11068139353685634,-0.36136337526327356,-0.16930001800408445,-0.5598478130757942,0.3977615834137472,3.0092678217989195,1.5824881350322826,-0.24720231000534837
-0.1478158261834247,0.18795207133953953,-0.7794998907836633,-0.1783687894044163,1.1258267056793287,0.6309968401617094,-0.12929086209991333,-0.394200824174565,-0.11068139353685634,-0.36136337526327356,-0.16930001800408445,-0.5598478130757942,0.3977615834137472,2.2874839252240275,1.5824881350322826,-0.24720231000534837
-0.14594778150483687,0.5343019833845474,-1.1413245944161243,-0.21620523446967865,0.2778041889315912,1.1905778421113635,-0.12929086209991333,-0.394200824174565,-0.11068139353685634,-0.36136337526327356,-0.16930001800408445,-0.5598478130757942,0.24301882641988734,1.3032331571673565,1.5824881350322826,-0.24720231000534837
2.0798274530325624,0.14615121988583168,-0.24783910177270016,1.325629901939762,1.344389209995756,0.5945024269910798,-0.12929086209991333,0.016594096451792863,-0.113155246375047,-0.36136337526327356,0.20434912465207877,1.2334887972783941,0.08827606942602752,-0.27156807172331715,1.5327148154414876,-1.5142176200692914
11.877721792225731,-0.7470732601778283,-0.8348073811960538,7.606479782773311,-0.23800332125517704,0.35546402072345584,-0.12388560439708307,2.0860703947015575,-0.113155246375047,-0.3399749813194316,-0.16930001800408445,1.2334887972783941,0.08827606942602752,-0.27156807172331715,1.5327148154414876,-0.20795847296796965
9.841553092564997,0.6298467867073082,-1.1044037062903629,5.695739306977562,-0.6969845803196741,-0.6219780120299072,-0.14550663520840415,1.0784602120331328,-0.11068139353685634,-0.3399749813194316,1.6463190554660045,0.5813663935132347,-1.4591515005125708,-0.7965018146868751,1.5327148154414876,-0.9591976391120774
0.7077486366098015,1.692782723673022,-0.31429670039907054,0.181077438715576,-0.46530832574426134,-0.6937503579321455,0.25988769250386623,-0.37094828149760134,1.6507018272548857,-0.36136337526327356,-0.442958545019866,1.0704581963371043,0.3977615834137472,-0.20595135385287242,1.5327148154414876,-0.20795847296796965
7.232828698917091,-0.5090472689000004,-1.6736499594133512,4.2011997268997,-0.6226733288520889,0.05012743052918809,-0.1346961198027436,1.535760218013418,-0.113155246375047,-0.36136337526327356,-0.16930001800408445,-1.5380314187235333,0.3977615834137472,-0.14033463598242768,1.5327148154414876,-0.20795847296796965
4.545646428768498,-0.08196199804725969,0.4905786607425264,1.4769756822008113,-0.8762058338591445,-0.8652740998341046,-0.14550663520840415,-0.23143302543581942,-0.113155246375047,-0.36136337526327356,0.30433974029246047,-1.5380314187235333,-0.6854377155432716,-0.07471791811198296,1.5327148154414876,-0.20795847296796965
0.14826925537274635,-0.8548000259242411,0.645646390870724,1.4958939047334425,1.641634215866097,-0.739976614614943,0.7733871742727421,-0.27793811078974673,0.3148212946319352,-0.36136337526327356,-0.3640185853037752,1.0704581963371043,-0.375952201555552,-0.9277352504277645,1.5327148154414876,-0.20795847296796965
-0.010514542307219201,1.6211241211809515,0.1213697794849131,2.1864090271744803,-0.7625533316146024,-0.10497382544598777,12.016323196159707,6.643568759386433,11.835553962085786,-0.36136337526327356,-0.16930001800408445,0.7443969944545246,-0.375952201555552,-0.7308850968164303,1.5327148154414876,-0.20795847296796965
0.10623825010452016,1.6330672215962965,-0.11492390451995939,1.1269885653471348,-0.6357870791110746,0.24780550187009848,4.189510042461474,0.06309918180572016,9.386439652277044,-0.36136337526327356,-0.16930001800408445,1.0704581963371043,-0.5306949585494117,-0.7308850968164303,1.5264931504926382,-0.20795847296796965
0.0838217139614662,1.1314570041518024,-0.2921441675236138,1.0607747864829256,-0.6838708300606886,0.11399265357778991,0.16259305385292133,5.294921284122541,8.124774704799814,-0.36136337526327356,-0.16930001800408445,0.9074275953958144,-0.5306949585494117,-0.7965018146868751,1.5264931504926382,-0.20235221053405852
0.049262887407591355,1.967474033225959,0.062296358483694976,0.663492113297671,-0.631415829024746,0.12615745796799976,2.9787323170274926,-0.11517031205100116,6.887848285704489,-0.36136337526327356,-0.16930001800408445,0.5813663935132347,0.08827606942602752,-0.5996516610755408,1.5264931504926382,-0.20235221053405852
-0.026392922075215756,-0.3266761255576808,0.08385815714913959,0.09594543731873571,1.440556711894984,-0.2320960313236809,-0.12929086209991333,-0.35544658637962556,-0.113155246375047,-0.3399749813194316,-0.6324144483384839,1.396519398219684,1.9451891533523453,-0.8621185325573197,1.5078281556460897,-0.1967459481001472
-0.15248593787989428,-0.908543977793294,0.6825672789964853,-0.1783687894044163,-0.9548883354130583,-0.7150387656150128,0.016651095876504,-0.014409293784158674,0.052592893783726474,-0.36136337526327356,1.6200057355606412,1.396519398219684,-0.5306949585494117,-0.8621185325573197,1.4891631607995417,-0.18553342323232472
-0.1169930889867255,-0.5612386177150586,-2.303298785510085,-0.1121550105402072,-0.2686020718594769,-0.5812259173227042,0.005840580470843454,-0.37094828149760134,-0.06615204244942466,-0.36136337526327356,-0.16930001800408445,1.396519398219684,3.3378739662970838,1.434466592908246,1.4829414958506923,-0.1799271607984134
-0.11886113366531334,-0.5823779054502194,1.1551546470062302,0.7391650034281957,1.2525929581828565,1.4582035386959806,0.8977081014378383,-0.12292115960998905,-0.113155246375047,2.3549626556046555,-0.5008478488116659,0.25530519163065507,-0.0664666875678323,-0.6652683789459856,1.439389841208747,-0.9087412772068761
-0.12446526770107683,-0.8969591703904093,0.47581030549222186,1.3067116794071307,0.308402939535891,0.6249144379666045,1.1949972750935032,-0.17717709252290423,-0.113155246375047,0.06640450361356566,-0.3955945691902115,0.25530519163065507,0.24301882641988734,-0.7965018146868751,1.439389841208747,-0.903135014772965
-0.10391677623661069,-0.8884795690955142,1.531747705888996,0.13378188238399805,3.049176743663888,2.7050959886924923,-0.10226457358576198,-0.23143302543581942,-0.113155246375047,2.5902349889869174,-0.2640279696633935,0.9074275953958144,0.3977615834137472,-0.7965018146868751,1.4331681762598973,-0.903135014772965
-0.12446526770107683,-0.8853743629875245,-2.07173097518531,0.15270010491662922,-0.430338325053633,0.6127496335763946,-0.053617254260289536,-0.022160141343146558,-0.113155246375047,3.0180028678637565,-0.6166264563952658,1.2334887972783941,0.3977615834137472,-0.5996516610755408,1.426946511311048,-0.8975287523390536
-0.1300694017368403,-0.8803582608130796,-1.9166632450571122,0.1716183274492604,-0.22926082108251997,0.673573655527444,-0.09145405818010144,0.10960426715964747,-0.113155246375047,3.1035564436391243,-0.6061011284331204,0.9074275953958144,-0.22120944456169214,-0.8621185325573197,1.4207248463621984,-0.8975287523390536
-0.13287146875472206,-0.8839411909376831,-1.082251173414906,0.08648632605242013,-0.09375206840633508,0.8195513082099624,-0.0968593158829317,-0.02991098890213444,-0.113155246375047,3.0607796557514404,-0.6271517843574113,0.5813663935132347,-0.0664666875678323,-0.7965018146868751,1.395838186566801,-0.8919224899051423
-0.09737861986155329,-0.8576663700239239,0.6161096803701149,-0.027023009143366913,0.12481043591009214,0.3755359479673021,-0.0968593158829317,-0.27793811078974673,-0.113155246375047,2.547458201099233,-0.5850504725088295,0.5813663935132347,-0.22120944456169214,-0.7965018146868751,1.395838186566801,-0.8863162274712312
